id,type,subject,year,download_url,filename
1,地方政府特考三等-法制,立法程序與技術,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127962&iDP=72525&iS=84,113年_地方政府特考三等-法制_立法程序與技術.pdf
2,地方政府特考三等-法制,國文（作文與測驗）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127910&iDP=72525&iS=208,113年_地方政府特考三等-法制_國文（作文與測驗）.pdf
3,地方政府特考三等-法制,法學知識與英文（包括中華民國憲法、法學緒論、英文）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127909&iDP=72525&iS=6439,113年_地方政府特考三等-法制_法學知識與英文（包括中華民國憲法、法學緒論、英文）.pdf
4,地方政府特考三等-法制,刑法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127966&iDP=72525&iS=85,113年_地方政府特考三等-法制_刑法.pdf
5,地方政府特考三等-法制,行政法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127965&iDP=72525&iS=30,113年_地方政府特考三等-法制_行政法.pdf
6,地方政府特考三等-法制,民事訴訟法與刑事訴訟法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127964&iDP=72525&iS=86,113年_地方政府特考三等-法制_民事訴訟法與刑事訴訟法.pdf
7,地方政府特考三等-法制,民法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127963&iDP=72525&iS=3,113年_地方政府特考三等-法制_民法.pdf
8,地方政府特考三等-法律廉政,國文（作文與測驗）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127910&iDP=72528&iS=208,113年_地方政府特考三等-法律廉政_國文（作文與測驗）.pdf
9,地方政府特考三等-法律廉政,法學知識與英文（包括中華民國憲法、法學緒論、英文）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127909&iDP=72528&iS=6439,113年_地方政府特考三等-法律廉政_法學知識與英文（包括中華民國憲法、法學緒論、英文）.pdf
10,地方政府特考四等-法律廉政,公務員法（包括任用、服務、保障、考績、懲戒、交代、行政中立、利益衝突迴避與財產申報）概要,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127954&iDP=72543&iS=762,113年_地方政府特考四等-法律廉政_公務員法（包括任用、服務、保障、考績、懲戒、交代、行政中立、利益衝突迴避與財產申報）概要.pdf
11,地方政府特考四等-法律廉政,行政法概要,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127953&iDP=72543&iS=35,113年_地方政府特考四等-法律廉政_行政法概要.pdf
12,地方政府特考四等-法律廉政,刑法與刑事訴訟法概要,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127952&iDP=72543&iS=7264,113年_地方政府特考四等-法律廉政_刑法與刑事訴訟法概要.pdf
13,地方政府特考四等-法律廉政,國文（作文與測驗）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127912&iDP=72543&iS=208,113年_地方政府特考四等-法律廉政_國文（作文與測驗）.pdf
14,地方政府特考四等-法律廉政,法學知識與英文（包括中華民國憲法、法學緒論、英文）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127911&iDP=72543&iS=6439,113年_地方政府特考四等-法律廉政_法學知識與英文（包括中華民國憲法、法學緒論、英文）.pdf
15,地方政府特考三等-法律廉政,刑法與刑事訴訟法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127948&iDP=72528&iS=125,113年_地方政府特考三等-法律廉政_刑法與刑事訴訟法.pdf
16,地方政府特考三等-法律廉政,公務員法（包括任用、服務、保障、考績、懲戒、交代、行政中立、利益衝突迴避與財產申報）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127951&iDP=72528&iS=757,113年_地方政府特考三等-法律廉政_公務員法（包括任用、服務、保障、考績、懲戒、交代、行政中立、利益衝突迴避與財產申報）.pdf
17,地方政府特考三等-法律廉政,行政法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127950&iDP=72528&iS=30,113年_地方政府特考三等-法律廉政_行政法.pdf
18,地方政府特考三等-法律廉政,行政學,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127949&iDP=72528&iS=29,113年_地方政府特考三等-法律廉政_行政學.pdf
19,律師、司法官第二試,憲法與行政法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127844&iDP=72610&iS=153,113年_律師、司法官第二試_憲法與行政法.pdf
20,律師、司法官第二試,刑法與刑事訴訟法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127845&iDP=72610&iS=125,113年_律師、司法官第二試_刑法與刑事訴訟法.pdf
21,律師、司法官第二試,民法與民事訴訟法（一）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127846&iDP=72610&iS=1297,113年_律師、司法官第二試_民法與民事訴訟法（一）.pdf
22,律師、司法官第二試,民法與民事訴訟法（二）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127847&iDP=72610&iS=1298,113年_律師、司法官第二試_民法與民事訴訟法（二）.pdf
23,律師、司法官第二試,公司法、保險法與證券交易法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127848&iDP=72610&iS=6546,113年_律師、司法官第二試_公司法、保險法與證券交易法.pdf
24,律師、司法官第二試,智慧財產權法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127849&iDP=72610&iS=165,113年_律師、司法官第二試_智慧財產權法.pdf
25,律師、司法官第二試,勞動社會法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127850&iDP=72610&iS=6505,113年_律師、司法官第二試_勞動社會法.pdf
26,律師、司法官第二試,財稅法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127851&iDP=72610&iS=330,113年_律師、司法官第二試_財稅法.pdf
27,律師、司法官第二試,海商法與海洋法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127852&iDP=72610&iS=6539,113年_律師、司法官第二試_海商法與海洋法.pdf
28,特考四等-司法人員(監所管理員),監獄學概要,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127830&iDP=72566&iS=185,113年_特考四等-司法人員(監所管理員)_監獄學概要.pdf
29,特考四等-司法人員(監所管理員),刑法概要,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127831&iDP=72566&iS=90,113年_特考四等-司法人員(監所管理員)_刑法概要.pdf
30,特考四等-司法人員(監所管理員),犯罪學概要,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127832&iDP=72566&iS=186,113年_特考四等-司法人員(監所管理員)_犯罪學概要.pdf
31,特考四等-司法人員(監所管理員),國文（作文與測驗）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127812&iDP=72566&iS=208,113年_特考四等-司法人員(監所管理員)_國文（作文與測驗）.pdf
32,特考四等-司法人員(監所管理員),法學知識與英文（包括中華民國憲法、法學緒論、英文）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127813&iDP=72566&iS=6439,113年_特考四等-司法人員(監所管理員)_法學知識與英文（包括中華民國憲法、法學緒論、英文）.pdf
33,特考四等-司法人員(監所管理員),監獄行刑法概要,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127833&iDP=72566&iS=187,113年_特考四等-司法人員(監所管理員)_監獄行刑法概要.pdf
34,特考四等-司法人員(執行員),民事訴訟法概要與刑事訴訟法概要,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127827&iDP=72568&iS=188,113年_特考四等-司法人員(執行員)_民事訴訟法概要與刑事訴訟法概要.pdf
35,特考四等-司法人員(執行員),強制執行法概要,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127828&iDP=72568&iS=190,113年_特考四等-司法人員(執行員)_強制執行法概要.pdf
36,特考四等-司法人員(執行員),行政法概要,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127829&iDP=72568&iS=35,113年_特考四等-司法人員(執行員)_行政法概要.pdf
37,特考四等-司法人員(執行員),國文（作文與測驗）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127812&iDP=72568&iS=208,113年_特考四等-司法人員(執行員)_國文（作文與測驗）.pdf
38,特考四等-司法人員(執行員),法學知識與英文（包括中華民國憲法、法學緒論、英文）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127813&iDP=72568&iS=6439,113年_特考四等-司法人員(執行員)_法學知識與英文（包括中華民國憲法、法學緒論、英文）.pdf
39,特考四等-司法人員(執行員),民法概要,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127826&iDP=72568&iS=12,113年_特考四等-司法人員(執行員)_民法概要.pdf
40,特考四等-司法人員(執達員),國文（作文與測驗）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127812&iDP=72570&iS=208,113年_特考四等-司法人員(執達員)_國文（作文與測驗）.pdf
41,特考四等-司法人員(執達員),法學知識與英文（包括中華民國憲法、法學緒論、英文）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127813&iDP=72570&iS=6439,113年_特考四等-司法人員(執達員)_法學知識與英文（包括中華民國憲法、法學緒論、英文）.pdf
42,特考四等-司法人員(執達員),強制執行法概要,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127822&iDP=72570&iS=190,113年_特考四等-司法人員(執達員)_強制執行法概要.pdf
43,特考四等-司法人員(執達員),民法概要,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127823&iDP=72570&iS=12,113年_特考四等-司法人員(執達員)_民法概要.pdf
44,特考四等-司法人員(執達員),刑法概要,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127824&iDP=72570&iS=90,113年_特考四等-司法人員(執達員)_刑法概要.pdf
45,特考四等-司法人員(執達員),民事訴訟法概要與刑事訴訟法概要,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127825&iDP=72570&iS=188,113年_特考四等-司法人員(執達員)_民事訴訟法概要與刑事訴訟法概要.pdf
46,特考四等-司法人員(法警),法院組織法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127820&iDP=72567&iS=189,113年_特考四等-司法人員(法警)_法院組織法.pdf
47,特考四等-司法人員(法警),行政法概要,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127821&iDP=72567&iS=35,113年_特考四等-司法人員(法警)_行政法概要.pdf
48,特考四等-司法人員(法警),國文（作文與測驗）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127812&iDP=72567&iS=208,113年_特考四等-司法人員(法警)_國文（作文與測驗）.pdf
49,特考四等-司法人員(法警),法學知識與英文（包括中華民國憲法、法學緒論、英文）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127813&iDP=72567&iS=6439,113年_特考四等-司法人員(法警)_法學知識與英文（包括中華民國憲法、法學緒論、英文）.pdf
50,特考四等-司法人員(法警),刑事訴訟法概要,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127818&iDP=72567&iS=89,113年_特考四等-司法人員(法警)_刑事訴訟法概要.pdf
51,特考四等-司法人員(法警),刑法概要,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127819&iDP=72567&iS=90,113年_特考四等-司法人員(法警)_刑法概要.pdf
52,特考四等-司法人員(法院書記官),國文（作文與測驗）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127812&iDP=72569&iS=208,113年_特考四等-司法人員(法院書記官)_國文（作文與測驗）.pdf
53,特考四等-司法人員(法院書記官),法學知識與英文（包括中華民國憲法、法學緒論、英文）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127813&iDP=72569&iS=6439,113年_特考四等-司法人員(法院書記官)_法學知識與英文（包括中華民國憲法、法學緒論、英文）.pdf
54,特考四等-司法人員(法院書記官),民法概要,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127814&iDP=72569&iS=12,113年_特考四等-司法人員(法院書記官)_民法概要.pdf
55,特考四等-司法人員(法院書記官),刑法概要,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127815&iDP=72569&iS=90,113年_特考四等-司法人員(法院書記官)_刑法概要.pdf
56,特考四等-司法人員(法院書記官),行政法概要,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127816&iDP=72569&iS=35,113年_特考四等-司法人員(法院書記官)_行政法概要.pdf
57,特考四等-司法人員(法院書記官),民事訴訟法概要與刑事訴訟法概要,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127817&iDP=72569&iS=188,113年_特考四等-司法人員(法院書記官)_民事訴訟法概要與刑事訴訟法概要.pdf
58,特考三等-司法人員(監獄官),監獄行刑法與羈押法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127808&iDP=72565&iS=1471,113年_特考三等-司法人員(監獄官)_監獄行刑法與羈押法.pdf
59,特考三等-司法人員(監獄官),刑事政策,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127809&iDP=72565&iS=4261,113年_特考三等-司法人員(監獄官)_刑事政策.pdf
60,特考三等-司法人員(監獄官),諮商與矯正輔導,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127810&iDP=72565&iS=1472,113年_特考三等-司法人員(監獄官)_諮商與矯正輔導.pdf
61,特考三等-司法人員(監獄官),犯罪學與再犯預測,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127811&iDP=72565&iS=1473,113年_特考三等-司法人員(監獄官)_犯罪學與再犯預測.pdf
62,特考三等-司法人員(監獄官),國文（作文與測驗）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127759&iDP=72565&iS=208,113年_特考三等-司法人員(監獄官)_國文（作文與測驗）.pdf
63,特考三等-司法人員(監獄官),法學知識與英文,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127760&iDP=72565&iS=1,113年_特考三等-司法人員(監獄官)_法學知識與英文.pdf
64,特考三等-司法人員(監獄官),刑法與少年事件處理法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127806&iDP=72565&iS=1470,113年_特考三等-司法人員(監獄官)_刑法與少年事件處理法.pdf
65,特考三等-司法人員(監獄官),監獄學,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127807&iDP=72565&iS=181,113年_特考三等-司法人員(監獄官)_監獄學.pdf
66,特考三等-檢察事務官(電子資訊組),刑法與刑事訴訟法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127800&iDP=72561&iS=125,113年_特考三等-檢察事務官(電子資訊組)_刑法與刑事訴訟法.pdf
67,特考三等-檢察事務官(電子資訊組),電子學與電路學,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127801&iDP=72561&iS=171,113年_特考三等-檢察事務官(電子資訊組)_電子學與電路學.pdf
68,特考三等-檢察事務官(電子資訊組),計算機網路,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127802&iDP=72561&iS=170,113年_特考三等-檢察事務官(電子資訊組)_計算機網路.pdf
69,特考三等-檢察事務官(電子資訊組),資通安全,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127803&iDP=72561&iS=7270,113年_特考三等-檢察事務官(電子資訊組)_資通安全.pdf
70,特考三等-檢察事務官(電子資訊組),系統分析,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127804&iDP=72561&iS=169,113年_特考三等-檢察事務官(電子資訊組)_系統分析.pdf
71,特考三等-檢察事務官(電子資訊組),程式語言,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127805&iDP=72561&iS=72,113年_特考三等-檢察事務官(電子資訊組)_程式語言.pdf
72,特考三等-檢察事務官(電子資訊組),國文（作文與測驗）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127759&iDP=72561&iS=208,113年_特考三等-檢察事務官(電子資訊組)_國文（作文與測驗）.pdf
73,特考三等-檢察事務官(電子資訊組),法學知識與英文,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127760&iDP=72561&iS=1,113年_特考三等-檢察事務官(電子資訊組)_法學知識與英文.pdf
74,特考三等-檢察事務官(財經實務組),刑法與刑事訴訟法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127795&iDP=72560&iS=125,113年_特考三等-檢察事務官(財經實務組)_刑法與刑事訴訟法.pdf
75,特考三等-檢察事務官(財經實務組),證券交易法與商業會計法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127796&iDP=72560&iS=168,113年_特考三等-檢察事務官(財經實務組)_證券交易法與商業會計法.pdf
76,特考三等-檢察事務官(財經實務組),中級會計學,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127797&iDP=72560&iS=13,113年_特考三等-檢察事務官(財經實務組)_中級會計學.pdf
77,特考三等-檢察事務官(財經實務組),稅務法規,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127798&iDP=72560&iS=8,113年_特考三等-檢察事務官(財經實務組)_稅務法規.pdf
78,特考三等-檢察事務官(財經實務組),審計學,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127799&iDP=72560&iS=16,113年_特考三等-檢察事務官(財經實務組)_審計學.pdf
79,特考三等-檢察事務官(財經實務組),國文（作文與測驗）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127759&iDP=72560&iS=208,113年_特考三等-檢察事務官(財經實務組)_國文（作文與測驗）.pdf
80,特考三等-檢察事務官(財經實務組),法學知識與英文,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127760&iDP=72560&iS=1,113年_特考三等-檢察事務官(財經實務組)_法學知識與英文.pdf
81,特考三等-檢察事務官(偵查實務組),智慧財產權法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127789&iDP=72559&iS=165,113年_特考三等-檢察事務官(偵查實務組)_智慧財產權法.pdf
82,特考三等-檢察事務官(偵查實務組),強制執行法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127790&iDP=72559&iS=175,113年_特考三等-檢察事務官(偵查實務組)_強制執行法.pdf
83,特考三等-檢察事務官(偵查實務組),國文（作文與測驗）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127759&iDP=72559&iS=208,113年_特考三等-檢察事務官(偵查實務組)_國文（作文與測驗）.pdf
84,特考三等-檢察事務官(偵查實務組),法學知識與英文,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127760&iDP=72559&iS=1,113年_特考三等-檢察事務官(偵查實務組)_法學知識與英文.pdf
85,特考三等-檢察事務官(偵查實務組),刑法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127785&iDP=72559&iS=85,113年_特考三等-檢察事務官(偵查實務組)_刑法.pdf
86,特考三等-檢察事務官(偵查實務組),行政法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127786&iDP=72559&iS=30,113年_特考三等-檢察事務官(偵查實務組)_行政法.pdf
87,特考三等-檢察事務官(偵查實務組),刑事訴訟法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127787&iDP=72559&iS=88,113年_特考三等-檢察事務官(偵查實務組)_刑事訴訟法.pdf
88,特考三等-檢察事務官(偵查實務組),民法總則與債權、物權編,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127788&iDP=72559&iS=1300,113年_特考三等-檢察事務官(偵查實務組)_民法總則與債權、物權編.pdf
89,特考三等-司法事務官(法律事務組),刑事訴訟法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127781&iDP=72558&iS=88,113年_特考三等-司法事務官(法律事務組)_刑事訴訟法.pdf
90,特考三等-司法事務官(法律事務組),破產法與消費者債務清理條例,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127782&iDP=72558&iS=161,113年_特考三等-司法事務官(法律事務組)_破產法與消費者債務清理條例.pdf
91,特考三等-司法事務官(法律事務組),國文（作文與測驗）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127759&iDP=72558&iS=208,113年_特考三等-司法事務官(法律事務組)_國文（作文與測驗）.pdf
92,特考三等-司法事務官(法律事務組),法學知識與英文,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127760&iDP=72558&iS=1,113年_特考三等-司法事務官(法律事務組)_法學知識與英文.pdf
93,特考三等-司法事務官(法律事務組),刑法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127779&iDP=72558&iS=85,113年_特考三等-司法事務官(法律事務組)_刑法.pdf
94,特考三等-司法事務官(法律事務組),民法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127780&iDP=72558&iS=3,113年_特考三等-司法事務官(法律事務組)_民法.pdf
95,特考三等-司法事務官(法律事務組),民事訴訟法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127783&iDP=72558&iS=156,113年_特考三等-司法事務官(法律事務組)_民事訴訟法.pdf
96,特考三等-司法事務官(法律事務組),強制執行法與非訟事件法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127784&iDP=72558&iS=160,113年_特考三等-司法事務官(法律事務組)_強制執行法與非訟事件法.pdf
97,特考三等-司法人員(行政執行官),國文（作文與測驗）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127759&iDP=72562&iS=208,113年_特考三等-司法人員(行政執行官)_國文（作文與測驗）.pdf
98,特考三等-司法人員(行政執行官),法學知識與英文,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127760&iDP=72562&iS=1,113年_特考三等-司法人員(行政執行官)_法學知識與英文.pdf
99,特考三等-司法人員(行政執行官),刑法與刑事訴訟法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127775&iDP=72562&iS=125,113年_特考三等-司法人員(行政執行官)_刑法與刑事訴訟法.pdf
100,特考三等-司法人員(行政執行官),民法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127776&iDP=72562&iS=3,113年_特考三等-司法人員(行政執行官)_民法.pdf
101,特考三等-司法人員(行政執行官),訴願法及行政訴訟法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127777&iDP=72562&iS=173,113年_特考三等-司法人員(行政執行官)_訴願法及行政訴訟法.pdf
102,特考三等-司法人員(行政執行官),行政程序法及行政執行法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127778&iDP=72562&iS=172,113年_特考三等-司法人員(行政執行官)_行政程序法及行政執行法.pdf
103,特考三等-司法人員(家事調查官),國文（作文與測驗）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127759&iDP=39955&iS=208,113年_特考三等-司法人員(家事調查官)_國文（作文與測驗）.pdf
104,特考三等-司法人員(家事調查官),法學知識與英文,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127760&iDP=39955&iS=1,113年_特考三等-司法人員(家事調查官)_法學知識與英文.pdf
105,特考三等-司法人員(家事調查官),家事事件法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127771&iDP=39955&iS=743,113年_特考三等-司法人員(家事調查官)_家事事件法.pdf
106,特考三等-司法人員(家事調查官),民法總則、親屬與繼承編,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127772&iDP=39955&iS=754,113年_特考三等-司法人員(家事調查官)_民法總則、親屬與繼承編.pdf
107,特考三等-司法人員(家事調查官),心理學,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127773&iDP=39955&iS=92,113年_特考三等-司法人員(家事調查官)_心理學.pdf
108,特考三等-司法人員(家事調查官),調查與訪談實務,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127774&iDP=39955&iS=751,113年_特考三等-司法人員(家事調查官)_調查與訪談實務.pdf
109,特考三等-司法人員(觀護人),社會工作概論,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127770&iDP=72564&iS=176,113年_特考三等-司法人員(觀護人)_社會工作概論.pdf
110,特考三等-司法人員(觀護人),國文（作文與測驗）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127759&iDP=72564&iS=208,113年_特考三等-司法人員(觀護人)_國文（作文與測驗）.pdf
111,特考三等-司法人員(觀護人),法學知識與英文,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127760&iDP=72564&iS=1,113年_特考三等-司法人員(觀護人)_法學知識與英文.pdf
112,特考三等-司法人員(觀護人),刑法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127764&iDP=72564&iS=85,113年_特考三等-司法人員(觀護人)_刑法.pdf
113,特考三等-司法人員(觀護人),刑事訴訟法與保安處分執行法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127765&iDP=72564&iS=804,113年_特考三等-司法人員(觀護人)_刑事訴訟法與保安處分執行法.pdf
114,特考三等-司法人員(觀護人),心理學（包括心理測驗）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127766&iDP=72564&iS=805,113年_特考三等-司法人員(觀護人)_心理學（包括心理測驗）.pdf
115,特考三等-司法人員(觀護人),諮商與輔導（含理論與實務）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127767&iDP=72564&iS=831,113年_特考三等-司法人員(觀護人)_諮商與輔導（含理論與實務）.pdf
116,特考三等-司法人員(觀護人),犯罪學,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127768&iDP=72564&iS=167,113年_特考三等-司法人員(觀護人)_犯罪學.pdf
117,特考三等-司法人員(觀護人),少年事件處理法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127769&iDP=72564&iS=752,113年_特考三等-司法人員(觀護人)_少年事件處理法.pdf
118,特考三等-司法人員(公證人),國文（作文與測驗）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127759&iDP=73310&iS=208,113年_特考三等-司法人員(公證人)_國文（作文與測驗）.pdf
119,特考三等-司法人員(公證人),法學知識與英文,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127760&iDP=73310&iS=1,113年_特考三等-司法人員(公證人)_法學知識與英文.pdf
120,特考三等-司法人員(公證人),民法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127761&iDP=73310&iS=3,113年_特考三等-司法人員(公證人)_民法.pdf
121,特考三等-司法人員(公證人),商事法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127762&iDP=73310&iS=82,113年_特考三等-司法人員(公證人)_商事法.pdf
122,特考三等-司法人員(公證人),民事訴訟法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127763&iDP=73310&iS=156,113年_特考三等-司法人員(公證人)_民事訴訟法.pdf
123,律師、司法官第一試,綜合法學(一)：刑法、刑事訴訟法、法律倫理,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127758&iDP=73182&iS=149,113年_律師、司法官第一試_綜合法學(一)：刑法、刑事訴訟法、法律倫理.pdf
124,律師、司法官第一試,綜合法學(二)：公司法、保險法、票據法、證券交易法、強制執行法、法學英文,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127755&iDP=73182&iS=1503,113年_律師、司法官第一試_綜合法學(二)：公司法、保險法、票據法、證券交易法、強制執行法、法學英文.pdf
125,律師、司法官第一試,綜合法學(二)：民法、民事訴訟法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127756&iDP=73182&iS=151,113年_律師、司法官第一試_綜合法學(二)：民法、民事訴訟法.pdf
126,律師、司法官第一試,綜合法學(一)：憲法、行政法、國際公法、國際私法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127757&iDP=73182&iS=150,113年_律師、司法官第一試_綜合法學(一)：憲法、行政法、國際公法、國際私法.pdf
127,高考三級-法制,行政法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127612&iDP=72486&iS=30,113年_高考三級-法制_行政法.pdf
128,高考三級-法制,刑法,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127613&iDP=72486&iS=85,113年_高考三級-法制_刑法.pdf
129,高考三級-法制,立法程序與技術,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127614&iDP=72486&iS=84,113年_高考三級-法制_立法程序與技術.pdf
130,高考三級-法制,國文（作文與測驗）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127553&iDP=72486&iS=208,113年_高考三級-法制_國文（作文與測驗）.pdf
131,高考三級-法制,法學知識與英文（包括中華民國憲法、法學緒論、英文）,113,https://lawyer.get.com.tw/exam/Download.ashx?iP=127554&iDP=72486&iS=6439,113年_高考三級-法制_法學知識與英文（包括中華民國憲法、法學緒論、英文）.pdf
